,diagnosis_code,diagnosis_type
842,157.9, Part unspecified 
843,158,Malignant neoplasms of retroperitoneum and peritoneum 
844,158.0, Retroperitoneum 
845,158.8, Specified parts of peritoneum 
846,158.9," Peritoneum, unspecified "
847,159,Malignant neoplasms of other and ill-defined sites within the digestive organs and peritoneum 
848,159.0," Intestinal tract, part unspecified "
849,159.1," Spleen, not elsewhere classified "
850,159.8, Other 
851,159.9, Ill-defined 
853,160,"Malignant neoplasms of nasal cavities, middle ear, and accessory sinuses "
854,160.0, Nasal cavities 
855,160.1," Auditory tube, middle ear, and mastoid air cells "
856,160.2, Maxillary sinus 
857,160.3, Ethmoidal sinus 
858,160.4, Frontal sinus 
859,160.5, Sphenoidal sinus 
860,160.8, Other 
861,160.9," Accessory sinus, unspecified "
862,161,Malignant neoplasm of larynx 
863,161.0, Glottis 
864,161.1, Supraglottis 
865,161.2, Subglottis 
866,161.3, Laryngeal cartilages 
867,161.8, Other 
868,161.9," Larynx, unspecified "
869,162,"Malignant neoplasms of trachea, bronchus, and lung "
870,162.0, Trachea 
871,162.2, Main bronchus 
872,162.3," Upper lobe, bronchus or lung "
873,162.4," Middle lobe, bronchus or lung "
874,162.5," Lower lobe, bronchus or lung "
875,162.8, Other 
876,162.9," Bronchus and lung, unspecified "
877,163,Malignant neoplasm of pleura 
878,163.0, Parietal 
879,163.1, Visceral 
880,163.8, Other 
881,163.9," Pleura, unspecified "
882,164,"Malignant neoplasms of thymus, heart, and mediastinum "
883,164.0, Thymus 
884,164.1, Heart 
885,164.2, Anterior mediastinum 
886,164.3, Posterior mediastinum 
887,164.8, Other 
888,164.9," Mediastinum, part unspecified "
889,165,Malignant neoplasms of other and ill-defined sites within the respiratory system and intrathoracic organs 
890,165.0," Upper respiratory tract, part unspecified "
891,165.8, Other 
892,165.9, Ill-defined sites within the respiratory system 
894,170,Malignant neoplasms of bone and articular cartilage 
895,170.0, Bones of skull and face 
896,170.1, Lower jaw bone 
897,170.2," Vertebral column, excluding sacrum and coccyx "
898,170.3," Ribs, sternum, and clavicle "
899,170.4, Long bones of upper limb and scapula 
900,170.5," Upper limb, short bones "
901,170.6," Pelvic bones, sacrum and coccyx "
902,170.7," Lower limb, long bones "
903,170.8," Lower limb, short bones "
904,170.9, Site unspecified 
905,171,Malignant neoplasms of connective and other soft tissue 
906,171.0," Head, face, and neck "
907,171.2," Upper limb, including shoulder "
908,171.3," Lower limb, including hip "
909,171.4, Thorax 
910,171.5, Abdomen 
911,171.6, Pelvis 
912,171.7," Trunk, unspecified "
913,171.8, Other 
914,171.9, Site unspecified 
915,172,Malignant melanoma of skin 
916,172.0, Lip 
917,172.1," Eyelid, including canthus "
918,172.2, Ear and external auricular canal 
919,172.3, Other and unspecified parts of face 
920,172.4, Scalp and neck 
921,172.5," Trunk, except scrotum "
922,172.6," Upper limb, including shoulder "
923,172.7," Lower limb, including hip "
924,172.8, Other 
925,172.9, Site unspecified 
926,173,Other malignant neoplasms of skin 
927,173.0, Skin of lip 
928,173.1," Eyelid, including canthus "
929,173.2, Ear and external auricular canal 
930,173.3, Skin of other and unspecified parts of face 
931,173.4, Scalp and skin of neck 
932,173.5," Skin of trunk, except scrotum "
933,173.6," Skin of upper limb, including shoulder "
934,173.7," Skin of lower limb, including hip "
935,173.8, Other 
936,173.9, Site unspecified 
937,174,Malignant neoplasm of female breast 
938,174.0, Nipple and areola 
939,174.1, Central portion 
940,174.2, Upper-inner quadrant 
941,174.3, Lower-inner quadrant 
942,174.4, Upper-outer quadrant 
943,174.5, Lower-outer quadrant 
944,174.6, Axillary tail 
945,174.8, Other 
946,174.9," Breast, unspecified "
947,175,Malignant neoplasm of male breast 
949,179,"Malignant neoplasm of uterus, part unspecified "
950,180,Malignant neoplasm of cervix uteri 
951,180.0, Endocervix 
952,180.1, Exocervix 
953,180.8, Other 
954,180.9," Cervix uteri, unspecified "
955,181,Malignant neoplasm of placenta 
956,182,Malignant neoplasm of body of uterus 
957,182.0," Corpus uteri, except isthmus "
958,182.1, Isthmus 
959,182.8, Other 
960,183,Malignant neoplasms of ovary and other uterine adnexa 
961,183.0, Ovary 
962,183.2, Fallopian tube 
963,183.3, Broad ligament 
964,183.4, Parametrium 
965,183.5, Round ligament 
966,183.8, Other 
967,183.9," Uterine adnexa, unspecified "
968,184,Malignant neoplasms of other and unspecified female genital organs 
969,184.0, Vagina 
970,184.1, Labia majora 
971,184.2, Labia minora 
972,184.3, Clitoris 
973,184.4," Vulva, unspecified "
974,184.8, Other 
975,184.9, Site unspecified 
976,185,Malignant neoplasm of prostate 
977,186,Malignant neoplasm of testis 
978,186.0, Undescended 
979,186.9, Other and unspecified 
980,187,Malignant neoplasms of penis and other male genital organs 
981,187.1, Prepuce 
982,187.2, Glans penis 
983,187.3, Body of penis 
984,187.4," Penis, part unspecified "
985,187.5, Epididymis 
986,187.6, Spermatic cord 
987,187.7, Scrotum 
988,187.8, Other 
989,187.9, Site unspecified 
990,188,Malignant neoplasm of bladder 
991,188.0, Trigone 
992,188.1, Dome 
993,188.2, Lateral wall 
994,188.3, Anterior wall 
995,188.4, Posterior wall 
996,188.5, Bladder neck 
997,188.6, Ureteric orifice 
998,188.7, Urachus 
999,188.8, Other 
1000,188.9, Part unspecified 
1001,189,Malignant neoplasms of kidney and other and unspecified urinary organs 
1002,189.0," Kidney, except pelvis "
1003,189.1, Renal pelvis 
1004,189.2, Ureter 
1005,189.3, Urethra 
1006,189.4, Paraurethral glands 
1007,189.8, Other 
1008,189.9, Site unspecified 
1010,190,Malignant neoplasm of eye 
1011,190.0," Eyeball, except conjunctiva, cornea, retina, and choroid "
1012,190.1, Orbit 
1013,190.2, Lacrimal gland 
1014,190.3, Conjunctiva 
1015,190.4, Cornea 
1016,190.5, Retina 
1017,190.6, Choroid 
1018,190.7, Lacrimal duct 
1019,190.8, Other 
1020,190.9, Part unspecified 
1021,191,Malignant neoplasm of brain 
1022,191.0," Cerebrum, except lobes and ventricles "
1023,191.1, Frontal lobe 
1024,191.2, Temporal lobe 
1025,191.3, Parietal lobe 
1026,191.4, Occipital lobe 
1027,191.5, Ventricle 
1028,191.6, Cerebellum 
1029,191.7, Brain stem 
1030,191.8, Other 
1031,191.9," Brain, unspecified "
1032,192,Malignant neoplasms of other and unspecified parts of nervous system 
1033,192.0, Cranial nerves 
1034,192.1, Cerebral meninges 
1035,192.2, Spinal cord 
1036,192.3, Spinal meninges 
1037,192.8, Other 
1038,192.9, Part unspecified 
1039,193,Malignant neoplasm of thyroid gland 
1040,194,Malignant neoplasms of other endocrine glands and related structures 
1041,194.0, Suprarenal gland 
1042,194.1, Parathyroid gland 
1043,194.3, Pituitary gland and craniopharyngeal duct 
1044,194.4, Pineal gland 
1045,194.5, Carotid body 
1046,194.6, Aortic body and other paraganglia 
1047,194.8, Other 
1048,194.9, Site unspecified 
1049,195,Malignant neoplasms of other and ill-defined sites 
1050,195.0," Head, face, and neck "
1051,195.1, Thorax 
1052,195.2, Abdomen 
1053,195.3, Pelvis 
1054,195.4, Upper limb 
1055,195.5, Lower limb 
1056,195.8, Other specified sites 
1057,199,Malignant neoplasms without specification of site 
1058,199.0, Disseminated 
1059,199.1, Other 
1061,200,Lymphosarcoma and reticulosarcoma 
1062,200.0, Reticulosarcoma 
1063,200.1, Lymphosarcoma 
1064,200.2, Burkitt's tumor 
1065,200.8, Other named variants 
1066,201,Hodgkin's disease 
1067,201.0, Hodgkin's paragranuloma 
1068,201.1, Hodgkin's granuloma 
1069,201.2, Hodgkin's sarcoma 
1070,201.4, Lymphocytic-histiocytic predominance 
1071,201.5, Nodular sclerosis 
1072,201.6, Mixed cellularity 
1073,201.7, Lymphocytic depletion 
1074,201.9, Unspecified 
1075,202,Other malignant neoplasms of lymphoid and histiocytic tissue 
1076,202.0, Nodular lymphoma 
1077,202.1, Mycosis fungoides 
1078,202.2, Sezary's disease 
1079,202.3, Malignant histiocytosis 
1080,202.4, Leukemic reticuloendotheliosis 
1081,202.5, Letterer-Siwe disease 
1082,202.6, Malignant mast-cell tumor 
1083,202.8, Other lymphomas 
1084,202.9, Other and unspecified 
1085,203,Multiple myeloma and immunoproliferative neoplasms 
1086,203.0, Multiple myeloma 
1087,203.1, Plasma cell leukemia 
1088,203.8, Other immunoproliferative neoplasms 
1089,204,Lymphoid leukemia 
1090,204.0, Acute 
1091,204.1, Chronic 
1092,204.2, Subacute 
1093,204.8, Other 
1094,204.9, Unspecified 
1095,205,Myeloid leukemia 
1096,205.0, Acute 
1097,205.1, Chronic 
1098,205.2, Subacute 
1099,205.3, Myeloid sarcoma 
1100,205.8, Other 
1101,205.9, Unspecified 
1102,206,Monocytic leukemia 
1103,206.0, Acute 
1104,206.1, Chronic 
1105,206.2, Subacute 
1106,206.8, Other 
1107,206.9, Unspecified 
1108,207,Other specified leukemia 
1109,207.0, Acute erythremia and erythroleukemia 
1110,207.1, Chronic erythremia 
1111,207.2, Megakaryocytic leukemia 
1112,207.8, Other 
1113,208,Leukemia of unspecified cell type 
1114,208.0, Acute 
1115,208.1, Chronic 
1116,208.2, Subacute 
1117,208.8, Other 
1118,208.9, Unspecified 
1120,210,"Benign neoplasms of lip, oral cavity, and pharynx "
1121,210.0, Lip 
1122,210.1, Tongue 
1123,210.2, Major salivary glands 
1124,210.3, Floor of mouth 
1125,210.4, Other and unspecified parts of mouth 
1126,210.5, Tonsil 
1127,210.6, Other parts of oropharynx 
1128,210.7, Nasopharynx 
1129,210.8, Hypopharynx 
1130,210.9," Pharynx, unspecified "
1131,211,Benign neoplasms of other parts of digestive system 
1132,211.0, Esophagus 
1133,211.1, Stomach 
1134,211.2," Small intestine, including duodenum "
1135,211.3, Colon 
1136,211.4, Rectum and anal canal 
1137,211.5, Liver and biliary passages 
1138,211.6," Pancreas, except islets of Langerhans "
1139,211.7, Islets of Langerhans 
1140,211.8, Retroperitoneum and peritoneum 
1141,211.9, Other and unspecified site 
1142,212,Benign neoplasms of respiratory and intrathoracic organs 
1143,212.0," Nasal cavities, middle ear, and accessory sinuses "
1144,212.1, Larynx 
1145,212.2, Trachea 
1146,212.3, Bronchus and lung 
1147,212.4, Pleura 
1148,212.5, Mediastinum 
1149,212.6, Thymus 
1150,212.7, Heart 
1151,212.8, Other specified sites 
1152,212.9, Site unspecified 
1153,213,Benign neoplasms of bone and articular cartilage 
1154,213.0, Bones of skull and face 
1155,213.1, Lower jaw bone 
1156,213.2," Vertebral column, excluding sacrum and coccyx "
1157,213.3," Ribs, sternum, and clavicle "
1158,213.4, Long bones of upper limb and scapula 
1159,213.5," Upper limb, short bones "
1160,213.6," Pelvic bones, sacrum and coccyx "
1161,213.7," Lower limb, long bones "
1162,213.8," Lower limb, short bones "
1163,213.9, Site unspecified 
1164,214,Lipoma 
1165,215,Other benign neoplasms of connective and other soft tissue 
1166,215.0," Head, face, and neck "
1167,215.2," Upper limb, including shoulder "
1168,215.3," Lower limb, including hip "
1169,215.4, Thorax 
1170,215.5, Abdomen 
1171,215.6, Pelvis 
1172,215.7," Trunk, unspecified "
1173,215.8, Other specified sites 
1174,215.9, Site unspecified 
1175,216,Benign neoplasms of skin 
1176,216.0, Skin of lip 
1177,216.1," Eyelid, including canthus "
1178,216.2, Ear and external auricular canal 
1179,216.3, Skin of other and unspecified parts of face 
1180,216.4, Scalp and skin of neck 
1181,216.5," Skin of trunk, except scrotum "
1182,216.6," Skin of upper limb, including shoulder "
1183,216.7," Skin of lower limb, including hip "
1184,216.8, Other 
1185,216.9, Site unspecified 
1186,217,Benign neoplasm of breast 
1187,218,Uterine leiomyoma 
1188,219,Other benign neoplasm of uterus 
1189,219.0, Cervix uteri 
1190,219.1, Corpus uteri 
1191,219.8, Other specified parts 
1192,219.9, Part unspecified 
1193,220,Benign neoplasm of ovary 
1194,221,Benign neoplasms of other female genital organs 
1195,221.0, Uterine tube and ligaments 
1196,221.1, Vagina 
1197,221.2, Vulva 
1198,221.8, Other specified sites 
1199,221.9, Site unspecified 
1200,222,Benign neoplasms of male genital organs 
1201,222.0, Testis 
1202,222.1, Penis 
1203,222.2, Prostate 
1204,222.3, Epididymis 
1205,222.4, Scrotum 
1206,222.8, Other specified sites 
1207,222.9, Site unspecified 
1208,223,Benign neoplasms of kidney and other urinary organs 
1209,223.0," Kidney, except pelvis "
1210,223.1, Renal pelvis 
1211,223.2, Ureter 
1212,223.3, Bladder 
1213,223.8, Other specified sites 
1214,223.9, Site unspecified 
1215,224,Benign neoplasm of eye 
1216,224.0," Eyeball, except conjunctiva, cornea, retina, and choroid "
1217,224.1, Orbit 
1218,224.2, Lacrimal gland 
1219,224.3, Conjunctiva 
1220,224.4, Cornea 
1221,224.5, Retina 
1222,224.6, Choroid 
1223,224.7, Lacrimal duct 
1224,224.8, Other specified parts 
1225,224.9, Part unspecified 
1226,225,Benign neoplasms of brain and other parts of nervous system 
1227,225.0, Brain 
1228,225.1, Cranial nerves 
1229,225.2, Cerebral meninges 
1230,225.3, Spinal cord 
1231,225.4, Spinal meninges 
1232,225.8, Other 
1233,225.9, Part unspecified 
1234,226,Benign neoplasm of thyroid gland 
1235,227,Benign neoplasms of other endocrine glands and related structures 
1236,227.0, Suprarenal gland 
1237,227.1, Parathyroid gland 
1238,227.3, Pituitary gland and craniopharyngeal duct 
1239,227.4, Pineal gland 
1240,227.5, Carotid body 
1241,227.6, Aortic body and other paraganglia 
1242,227.8, Other 
1243,227.9, Site unspecified 
1244,228,"Hemangioma and lymphangioma, any site "
1245,228.0," Hemangioma, any site "
1246,228.1," Lymphangioma, any site "
1247,229,Benign neoplasms of other and unspecified sites 
1248,229.0, Lymph nodes 
1249,229.8, Other specified sites 
1250,229.9, Site unspecified 
1252,230,Carcinoma in situ of digestive organs 
1253,230.0," Lip, oral cavity, and pharynx "
1254,230.1, Esophagus 
1255,230.2, Stomach 
1256,230.3, Colon 
1257,230.4, Rectum 
1258,230.5, Anal canal 
1259,230.6," Anus, unspecified "
1260,230.7, Other and unspecified parts of intestine 
1261,230.8, Liver and biliary system 
1262,230.9, Other and unspecified digestive organs 
1263,231,Carcinoma in situ of respiratory system 
1264,231.0, Larynx 
1265,231.1, Trachea 
1266,231.2, Bronchus and lung 
1267,231.8, Other specified parts 
1268,231.9, Part unspecified 
1269,232,Carcinoma in situ of skin 
1270,232.0, Skin of lip 
1271,232.1," Eyelid, including canthus "
1272,232.2, Ear and external auricular canal 
1273,232.3, Skin of other and unspecified parts of face 
1274,232.4, Scalp and skin of neck 
1275,232.5," Skin of trunk, except scrotum "
1276,232.6," Skin of upper limb, including shoulder "
1277,232.7," Skin of lower limb, including hip "
1278,232.8, Other specified sites 
1279,232.9, Site unspecified 
1280,233,Carcinoma in situ of breast and genitourinary system 
1281,233.0, Breast 
1282,233.1, Cervix uteri 
1283,233.2, Other and unspecified parts of uterus 
1284,233.3, Other and unspecified female genital organs 
1285,233.4, Prostate 
1286,233.5, Penis 
1287,233.6, Other and unspecified male genital organs 
1288,233.7, Bladder 
1289,233.9, Other and unspecified urinary organs 
1290,234,Carcinoma in situ of other and unspecified sites 
1291,234.0, Eye 
1292,234.8, Other specified sites 
1293,234.9, Site unspecified 
1295,235,Neoplasms of uncertain behavior of digestive and respiratory systems 
1296,235.0, Major salivary glands 
1297,235.1," Lip, oral cavity, and pharynx "
1298,235.2," Stomach, intestines, and rectum "
1299,235.3, Liver and biliary passages 
1300,235.4, Retroperitoneum and peritoneum 
1301,235.5, Other and unspecified digestive organs 
1302,235.6, Larynx 
1303,235.7," Trachea, bronchus, and lung "
1304,235.8," Pleura, thymus, and mediastinum "
1305,235.9, Other and unspecified respiratory organs 
1306,236,Neoplasms of uncertain behavior of genitourinary organs 
1307,236.0, Uterus 
1308,236.1, Placenta 
1309,236.2, Ovary 
1310,236.3, Other and unspecified female genital organs 
1311,236.4, Testis 
1312,236.5, Prostate 
1313,236.6, Other and unspecified male genital organs 
1314,236.7, Bladder 
1315,236.9, Other and unspecified urinary organs 
1316,237,Neoplasms of uncertain behavior of endocrine glands and nervous system 
1317,237.0, Pituitary gland and craniopharyngeal duct 
1318,237.1, Pineal gland 
1319,237.2, Suprarenal gland 
1320,237.3, Paraganglia 
1321,237.4, Other and unspecified endocrine glands 
1322,237.5, Brain and spinal cord 
1323,237.6, Meninges 
1324,237.7, Neurofibromatosis 
1325,237.9, Other and unspecified parts of nervous system 
1326,238,Neoplasms of uncertain behavior of other and unspecified sites and tissues 
1327,238.0, Bone and articular cartilage 
1328,238.1, Connective and other soft tissue 
1329,238.2, Skin 
1330,238.3, Breast 
1331,238.4, Polycythemia vera 
1332,238.5, Histiocytic and mast cells 
1333,238.6, Plasma cells 
1334,238.7, Other lymphatic and hematopoietic tissues 
1335,238.8, Other specified sites 
